OriginAirport,DestinationAirport,num_unique_flights,Distance,FlightFrequency,aircraft,dep_airport_name,dep_city,des_airport_name,des_city,Primary_Aircraft,EmissionsPerFlight,Total Fuel,TotalEmissions,Avg Passengers per Flight,Total Passengers Transported,OriginLat,OriginLong,DestLat,DestLong
EDVK,EDFM,11,224.80433640003562,14,"{'D228': 0.5, 'F2TH': 0.14285714285714285, 'C25M': 0.14285714285714285, 'C55B': 0.07142857142857142, 'C25A': 0.07142857142857142}",Kassel-Calden Airport,Kassel,Mannheim-City Airport,Mannheim,D228,1784948.0745551488,24989273.043772083,78.96610281831978,0.0,0.0,51.417273,9.384967,49.473057,8.514167
EDDL,EDDE,11,294.42435242127544,15,"{'B753': 0.4666666666666667, 'B738': 0.13333333333333333, 'C560': 0.06666666666666667, 'C25M': 0.06666666666666667, 'C550': 0.06666666666666667}",Düsseldorf Airport,Duesseldorf,Erfurt Airport,Erfurt,B753,1982509.450020459,29737641.750306886,93.97094793096976,18.000000000000004,270.00000000000006,51.289501,6.76678,50.97980117797852,10.958100318908691
EDDM,EDNY,11,185.42915982948614,11,"{'E55P': 0.18181818181818182, 'C525': 0.18181818181818182, 'GLF5': 0.09090909090909091, 'C56X': 0.09090909090909091, 'PC24': 0.09090909090909091}",Munich Airport,Munich,Friedrichshafen Airport,Friedrichshafen,E55P,111683.8812839685,1228522.6941236535,3.882131713430745,46.28571428571428,509.14285714285705,48.353802,11.7861,47.6712989807,9.51148986816
EDVE,EDDH,11,150.67429643814214,11,"{'PC24': 0.2727272727272727, 'E55P': 0.09090909090909091, 'F2TH': 0.09090909090909091, 'C25B': 0.09090909090909091, 'CL30': 0.09090909090909091}",Braunschweig-Wolfsburg Airport,Braunschweig,Hamburg Airport,Hamburg,PC24,1574204.452952203,17316248.982474234,54.71934678461858,15.428571428571427,169.7142857142857,52.319199,10.5561,53.630401611328,9.9882297515869
EDDH,EDDR,11,529.9243297659596,95,"{'AT45': 0.8210526315789474, 'AT43': 0.10526315789473684, 'C425': 0.021052631578947368, 'P180': 0.010526315789473684, 'C525': 0.010526315789473684}",Hamburg Airport,Hamburg,Saarbrücken Airport,Saarbruecken,AT45,2648199.873260275,251578987.95972613,794.9896019527346,0.0,0.0,53.630401611328,9.9882297515869,49.2145996094,7.10950994492
EDDK,EDVE,11,285.8078008525093,11,"{'C56X': 0.2727272727272727, 'C525': 0.18181818181818182, 'E190': 0.09090909090909091, 'AT75': 0.09090909090909091, 'P180': 0.09090909090909091}",Cologne Bonn Airport,Cologne,Braunschweig-Wolfsburg Airport,Braunschweig,C56X,203822.46952095104,2242047.1647304613,7.084869040548258,53.99999999999999,593.9999999999999,50.8658981323,7.1427397728,52.319199,10.5561
EDDV,EDFM,11,342.2108438052205,17,"{'C425': 0.29411764705882354, 'F2TH': 0.17647058823529413, 'CL30': 0.17647058823529413, 'C560': 0.11764705882352941, 'D228': 0.058823529411764705}",Hannover Airport,Hannover,Mannheim-City Airport,Mannheim,C425,2117911.3952060486,36004493.71850283,113.77420015046894,0.0,0.0,52.461101532,9.68507957458,49.473057,8.514167
EDDG,EDJA,11,495.67022413676864,11,"{'C56X': 0.2727272727272727, 'E55P': 0.2727272727272727, 'BE9L': 0.09090909090909091, 'C25C': 0.09090909090909091, 'C25B': 0.09090909090909091}",Münster Osnabrück Airport,Munster,Memmingen Allgau Airport,Memmingen,C56X,290802.4643649962,3198827.108014958,10.108293661327266,72.0,792.0,52.134601593,7.68483018875,47.9888000488,10.2395000458
EDDV,EDJA,11,498.85462855589486,14,"{'C560': 0.35714285714285715, 'B738': 0.21428571428571427, 'C56X': 0.07142857142857142, 'C680': 0.07142857142857142, 'BE9L': 0.07142857142857142}",Hannover Airport,Hannover,Memmingen Allgau Airport,Memmingen,C560,2560603.7475043237,35848452.46506053,113.28110978959128,39.27272727272728,549.818181818182,52.461101532,9.68507957458,47.9888000488,10.2395000458
EDDF,EDLN,11,197.3431084413254,11,"{'E55P': 0.36363636363636365, 'C56X': 0.36363636363636365, 'C525': 0.09090909090909091, 'PAY2': 0.09090909090909091, 'PRM1': 0.09090909090909091}",Frankfurt am Main Airport,Frankfurt,Mönchengladbach Airport,Moenchengladbach,E55P,115591.39818265286,1271505.3800091816,4.017957000829014,78.54545454545455,864.0,50.033333,8.570556,51.230278,6.504444
EDMA,EDDL,11,436.4126422721545,12,"{'C525': 0.25, 'C510': 0.16666666666666666, 'CL30': 0.16666666666666666, 'PC24': 0.08333333333333333, 'E55P': 0.08333333333333333}",Augsburg Airport,Augsburg,Düsseldorf Airport,Duesseldorf,C525,2384347.9363965145,28612175.236758173,90.41447374815583,12.0,144.0,48.425278,10.931667,51.289501,6.76678
EDDG,EDDV,11,140.7774420126456,19,"{'C425': 0.47368421052631576, 'B738': 0.21052631578947367, 'C56X': 0.15789473684210525, 'C510': 0.05263157894736842, 'BE9L': 0.05263157894736842}",Münster Osnabrück Airport,Munster,Hannover Airport,Hannover,C425,1546038.799256867,29374737.185880475,92.82416950738231,42.0,798.0,52.134601593,7.68483018875,52.461101532,9.68507957458
EDDF,EDJA,11,257.86110896058585,11,"{'C56X': 0.36363636363636365, 'B38M': 0.18181818181818182, 'E55P': 0.09090909090909091, 'CL30': 0.09090909090909091, 'PAY1': 0.09090909090909091}",Frankfurt am Main Airport,Frankfurt,Memmingen Allgau Airport,Memmingen,C56X,191431.1745618071,2105742.920179878,6.654147627768414,60.0,660.0,50.033333,8.570556,47.9888000488,10.2395000458
EDLN,EDDM,11,495.81346160639026,11,"{'C25A': 0.2727272727272727, 'D328': 0.18181818181818182, 'E55P': 0.18181818181818182, 'C25M': 0.09090909090909091, 'C25B': 0.09090909090909091}",Mönchengladbach Airport,Moenchengladbach,Munich Airport,Munich,C25A,2552025.9173460673,28072285.09080674,88.7084208869493,24.0,264.0,51.230278,6.504444,48.353802,11.7861
EDMA,EDDK,11,384.7046613869578,32,"{'C25B': 0.65625, 'E50P': 0.0625, 'D328': 0.0625, 'C56X': 0.0625, 'C25A': 0.0625}",Augsburg Airport,Augsburg,Cologne Bonn Airport,Cologne,C25B,2238178.384984968,71621708.31951898,226.32459828968,7.448275862068965,238.3448275862069,48.425278,10.931667,50.8658981323,7.1427397728
EDDL,EDNY,10,448.4569213226276,170,"{'C680': 0.9529411764705882, 'C510': 0.011764705882352941, 'E35L': 0.0058823529411764705, 'PAY1': 0.0058823529411764705, 'C25A': 0.0058823529411764705}",Düsseldorf Airport,Duesseldorf,Friedrichshafen Airport,Friedrichshafen,C680,2418367.3601571326,411122451.2267125,1299.1469458764116,0.0,0.0,51.289501,6.76678,47.6712989807,9.51148986816
EDLN,EDNY,10,451.4175467876808,13,"{'C510': 0.23076923076923078, 'C680': 0.15384615384615385, 'C501': 0.15384615384615385, 'C525': 0.15384615384615385, 'BE9L': 0.07692307692307693}",Mönchengladbach Airport,Moenchengladbach,Friedrichshafen Airport,Friedrichshafen,C510,2426728.1333963075,31547465.734151997,99.68999171992031,0.0,0.0,51.230278,6.504444,47.6712989807,9.51148986816
EDDG,EDSB,10,374.1298183625393,12,"{'LJ35': 0.25, 'C525': 0.25, 'E55P': 0.08333333333333333, 'C25A': 0.08333333333333333, 'E35L': 0.08333333333333333}",Münster Osnabrück Airport,Munster,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,LJ35,2208261.385326597,26499136.623919163,83.73727173158457,11.999999999999998,143.99999999999997,52.134601593,7.68483018875,48.7793998718,8.08049964905
EDDM,EDVE,10,449.4722866139589,11,"{'C55B': 0.18181818181818182, 'E190': 0.09090909090909091, 'C25B': 0.09090909090909091, 'LJ45': 0.09090909090909091, 'PC24': 0.09090909090909091}",Munich Airport,Munich,Braunschweig-Wolfsburg Airport,Braunschweig,C55B,2421234.811592262,26633582.92751488,84.16212205094702,18.0,198.0,48.353802,11.7861,52.319199,10.5561
EDDK,EDMA,10,384.7046613869578,31,"{'C25B': 0.7096774193548387, 'C56X': 0.06451612903225806, 'C25A': 0.06451612903225806, 'AT75': 0.03225806451612903, 'GLEX': 0.03225806451612903}",Cologne Bonn Airport,Cologne,Augsburg Airport,Augsburg,C25B,2238178.384984968,69383529.93453401,219.2519545931275,7.714285714285715,239.14285714285717,50.8658981323,7.1427397728,48.425278,10.931667
EDDV,EDDC,10,317.1414283281421,24,"{'C425': 0.4583333333333333, 'C56X': 0.16666666666666666, 'C560': 0.16666666666666666, 'A320': 0.08333333333333333, 'B738': 0.08333333333333333}",Hannover Airport,Hannover,Dresden Airport,Dresden,C425,2046898.300153091,49125559.20367418,155.2367670836104,37.565217391304344,901.5652173913043,52.461101532,9.68507957458,51.1328010559082,13.767200469970703
EDDE,EDDF,10,198.94326711804044,22,"{'B763': 0.6363636363636364, 'B753': 0.13636363636363635, 'C55B': 0.045454545454545456, 'A319': 0.045454545454545456, 'CL30': 0.045454545454545456}",Erfurt Airport,Erfurt,Frankfurt am Main Airport,Frankfurt,B763,1711472.8693059154,37652403.12473014,118.98159387414725,5.400000000000001,118.80000000000003,50.97980117797852,10.958100318908691,50.033333,8.570556
EDNY,EDVE,10,522.173754871354,12,"{'E55P': 0.25, 'E50P': 0.16666666666666666, 'F2TH': 0.16666666666666666, 'EA50': 0.08333333333333333, 'C510': 0.08333333333333333}",Friedrichshafen Airport,Friedrichshafen,Braunschweig-Wolfsburg Airport,Braunschweig,E55P,212640.7366139947,2551688.8393679364,8.06333673240268,36.0,432.0,47.6712989807,9.51148986816,52.319199,10.5561
EDDF,EDLP,10,175.8028088295413,12,"{'E55P': 0.4166666666666667, 'C425': 0.25, 'B738': 0.25, 'C525': 0.08333333333333333}",Frankfurt am Main Airport,Frankfurt,Paderborn Lippstadt Airport,Paderborn,E55P,108508.66084878932,1302103.930185472,4.114648419386091,72.0,864.0,50.033333,8.570556,51.6141014099,8.616319656369999
EDDR,EDFM,10,105.73966638213278,21,"{'D228': 0.7619047619047619, 'C525': 0.09523809523809523, 'C501': 0.047619047619047616, 'C25A': 0.047619047619047616, 'PC24': 0.047619047619047616}",Saarbrücken Airport,Saarbruecken,Mannheim-City Airport,Mannheim,D228,1446267.3503179091,30371614.35667609,95.97430136709646,0.0,0.0,49.2145996094,7.10950994492,49.473057,8.514167
ETNL,EDDK,10,486.21982581576924,15,"{'LJ45': 0.26666666666666666, 'LJ35': 0.2, 'A332': 0.13333333333333333, 'E190': 0.13333333333333333, 'B738': 0.13333333333333333}",Rostock-Laage Airport,Laage,Cologne Bonn Airport,Cologne,LJ45,2524962.00822954,37874430.123443104,119.68319919008022,33.23076923076923,498.4615384615385,53.9182014465,12.2783002853,50.8658981323,7.1427397728
EDMA,EDDF,10,247.6994974413716,11,"{'CL30': 0.36363636363636365, 'E50P': 0.18181818181818182, 'BE40': 0.18181818181818182, 'C551': 0.09090909090909091, 'C25B': 0.09090909090909091}",Augsburg Airport,Augsburg,Frankfurt am Main Airport,Frankfurt,CL30,1849956.449354194,20349520.942896135,64.30448617955179,0.0,0.0,48.425278,10.931667,50.033333,8.570556
EDDW,EDDG,10,125.8700321018886,13,"{'C525': 0.38461538461538464, 'A320': 0.15384615384615385, 'BE20': 0.15384615384615385, 'C25C': 0.07692307692307693, 'PC24': 0.07692307692307693}",Bremen Airport,Bremen,Münster Osnabrück Airport,Munster,C525,1503600.1781604346,19546802.31608565,61.76789531883066,19.636363636363633,255.27272727272722,53.0475006104,8.78666973114,52.134601593,7.68483018875
EDDS,EDHL,10,578.249715673644,46,"{'AT75': 0.5869565217391305, 'D328': 0.2391304347826087, 'BE20': 0.06521739130434782, 'C25M': 0.043478260869565216, 'C25C': 0.021739130434782608}",Stuttgart Airport,Stuttgart,Lübeck Blankensee Airport,Luebeck,AT75,2784307.3828250533,128078139.60995245,404.72692116744975,0.0,0.0,48.6898994446,9.22196006775,53.8054008484,10.7192001343
EDDW,EDDP,10,296.22142950286,13,"{'C56X': 0.46153846153846156, 'C525': 0.15384615384615385, 'C25A': 0.15384615384615385, 'A320': 0.15384615384615385, 'C25B': 0.07692307692307693}",Bremen Airport,Bremen,Leipzig/Halle Airport,Leipzig,C56X,208391.17874509387,2709085.32368622,8.560709622848456,66.46153846153847,864.0000000000001,53.0475006104,8.78666973114,51.423889,12.236389
EDLP,EDDH,10,242.5638081379462,12,"{'F2TH': 0.3333333333333333, 'E55P': 0.3333333333333333, 'C25C': 0.16666666666666666, 'C525': 0.16666666666666666}",Paderborn Lippstadt Airport,Paderborn,Hamburg Airport,Hamburg,F2TH,1835377.4933879683,22024529.92065562,69.59751454927176,36.00000000000001,432.0000000000001,51.6141014099,8.616319656369999,53.630401611328,9.9882297515869
EDDC,EDDN,10,263.5477249453727,13,"{'C525': 0.3076923076923077, 'LJ60': 0.23076923076923078, 'J328': 0.15384615384615385, 'A320': 0.07692307692307693, 'D328': 0.07692307692307693}",Dresden Airport,Dresden,Nuremberg Airport,Nuernberg,C525,1894933.673353517,24634137.75359572,77.84387530136249,9.818181818181817,127.63636363636361,51.1328010559082,13.767200469970703,49.498699,11.078056
EDDM,EDDR,10,355.68615717268443,11,"{'C55B': 0.18181818181818182, 'GA5C': 0.18181818181818182, 'C510': 0.09090909090909091, 'GLEX': 0.09090909090909091, 'E35L': 0.09090909090909091}",Munich Airport,Munich,Saarbrücken Airport,Saarbruecken,C55B,2156063.6351936753,23716699.98713043,74.94477195933217,0.0,0.0,48.353802,11.7861,49.2145996094,7.10950994492
EDDN,EDMA,9,119.83640978331961,11,"{'PRM1': 0.2727272727272727, 'BE9L': 0.2727272727272727, 'C55B': 0.09090909090909091, 'C525': 0.09090909090909091, 'EA50': 0.09090909090909091}",Nuremberg Airport,Nuernberg,Augsburg Airport,Augsburg,PRM1,1486419.0241720744,16350609.265892819,51.667925280221304,0.0,0.0,49.498699,11.078056,48.425278,10.931667
EDFM,EDLW,9,236.19460765372884,16,"{'E55P': 0.4375, 'C25A': 0.3125, 'C525': 0.125, 'C25M': 0.0625, 'F2TH': 0.0625}",Mannheim-City Airport,Mannheim,Dortmund Airport,Dortmund,E55P,128162.76891197448,2050604.3025915916,6.47990959618943,47.25,756.0,49.473057,8.514167,51.51829910279999,7.61223983765
EDDE,EDDM,9,298.0108289010506,11,"{'C55B': 0.36363636363636365, 'C525': 0.09090909090909091, 'C560': 0.09090909090909091, 'C510': 0.09090909090909091, 'E35L': 0.09090909090909091}",Erfurt Airport,Erfurt,Munich Airport,Munich,C55B,1992677.3642355206,21919451.006590728,69.26546518082671,0.0,0.0,50.97980117797852,10.958100318908691,48.353802,11.7861
EDDG,EDMA,9,472.4850141646981,15,"{'C525': 0.4666666666666667, 'E55P': 0.2, 'BE40': 0.06666666666666667, 'BE9L': 0.06666666666666667, 'CL35': 0.06666666666666667}",Münster Osnabrück Airport,Munster,Augsburg Airport,Augsburg,C525,2486204.179251207,37293062.6887681,117.84607809650721,24.923076923076923,373.84615384615387,52.134601593,7.68483018875,48.425278,10.931667
EDNY,EDDG,9,513.2045663920729,15,"{'C510': 0.6, 'E55P': 0.06666666666666667, 'A319': 0.06666666666666667, 'E50P': 0.06666666666666667, 'CL35': 0.06666666666666667}",Friedrichshafen Airport,Friedrichshafen,Münster Osnabrück Airport,Munster,C510,2601069.7839069413,39016046.75860412,123.29070775718903,16.615384615384617,249.23076923076925,47.6712989807,9.51148986816,52.134601593,7.68483018875
EDXW,EDFM,9,605.0316763835209,12,"{'C510': 0.25, 'C525': 0.25, 'C56X': 0.16666666666666666, 'E550': 0.08333333333333333, 'C25C': 0.08333333333333333}",Westerland Sylt Airport,Westerland,Mannheim-City Airport,Mannheim,C510,2859665.7478456255,34315988.974147506,108.43852515830612,21.599999999999998,259.2,54.9132003784,8.34047031403,49.473057,8.514167
EDFE,EDDC,9,384.55282553742063,62,"{'E195': 0.4032258064516129, 'E190': 0.20967741935483872, 'CRJ9': 0.1935483870967742, 'A320': 0.11290322580645161, 'A319': 0.06451612903225806}",Frankfurt-Egelsbach Airport,Egelsbach,Dresden Airport,Dresden,E195,2097740.3737730524,130059903.17392924,410.9892940296164,107.99999999999999,6695.999999999999,49.959999,8.645833,51.1328010559082,13.767200469970703
EDDM,EDTL,9,292.4216797135169,13,"{'C55B': 0.38461538461538464, 'C525': 0.15384615384615385, 'C25C': 0.07692307692307693, 'C56X': 0.07692307692307693, 'FA8X': 0.07692307692307693}",Munich Airport,Munich,Lahr Airport,Lahr,C55B,1976831.3279327785,25698807.26312612,81.20823095147854,10.800000000000002,140.40000000000003,48.353802,11.7861,48.3693008423,7.82772016525
EDLW,EDJA,9,435.41792860350733,12,"{'BE20': 0.25, 'C510': 0.16666666666666666, 'E55P': 0.16666666666666666, 'C25C': 0.16666666666666666, 'P180': 0.08333333333333333}",Dortmund Airport,Dortmund,Memmingen Allgau Airport,Memmingen,BE20,2381537.870594016,28578454.44712819,90.3079160529251,21.6,259.20000000000005,51.51829910279999,7.61223983765,47.9888000488,10.2395000458
EDFM,EDXW,9,605.0316763835209,11,"{'C56X': 0.2727272727272727, 'C510': 0.18181818181818182, 'C525': 0.18181818181818182, 'C25C': 0.09090909090909091, 'E55P': 0.09090909090909091}",Mannheim-City Airport,Mannheim,Westerland Sylt Airport,Westerland,C56X,331881.88554214995,3650700.7409636495,11.536214341445133,48.0,528.0,49.473057,8.514167,54.9132003784,8.34047031403
EDJA,EDDH,9,627.5647608107435,14,"{'BE9L': 0.21428571428571427, 'BE20': 0.21428571428571427, 'C510': 0.14285714285714285, 'C56X': 0.07142857142857142, 'E55P': 0.07142857142857142}",Memmingen Allgau Airport,Memmingen,Hamburg Airport,Hamburg,BE9L,2923028.6838166257,40922401.57343276,129.31478897204752,21.6,302.40000000000003,47.9888000488,10.2395000458,53.630401611328,9.9882297515869
EDFE,EDDP,9,300.72284986364986,34,"{'E190': 0.4411764705882353, 'CRJ9': 0.35294117647058826, 'A320': 0.058823529411764705, 'A319': 0.058823529411764705, 'B77L': 0.029411764705882353}",Frankfurt-Egelsbach Airport,Egelsbach,Leipzig/Halle Airport,Leipzig,E190,1632426.8917007546,55502514.31782566,175.3879452443291,104.625,3557.25,49.959999,8.645833,51.423889,12.236389
EDLN,EDLP,9,152.52090884616254,12,"{'E55P': 0.5833333333333334, 'PRM1': 0.3333333333333333, 'C525': 0.08333333333333333}",Mönchengladbach Airport,Moenchengladbach,Paderborn Lippstadt Airport,Paderborn,E55P,100762.74474692559,1209152.936963107,3.8209232808034184,63.00000000000001,756.0000000000001,51.230278,6.504444,51.6141014099,8.616319656369999
EDFE,EDDN,9,182.17934224133182,38,"{'CRJ9': 0.8421052631578947, 'A319': 0.10526315789473684, 'BE9L': 0.02631578947368421, 'E195': 0.02631578947368421}",Frankfurt-Egelsbach Airport,Egelsbach,Nuremberg Airport,Nuernberg,CRJ9,1008833.6656732808,38335679.29558467,121.14074657404757,105.15789473684211,3996.0,49.959999,8.645833,49.498699,11.078056
EDDW,EDSB,9,477.1598136756221,14,"{'C56X': 0.42857142857142855, 'LJ35': 0.14285714285714285, 'C560': 0.14285714285714285, 'B738': 0.07142857142857142, 'E50P': 0.07142857142857142}",Bremen Airport,Bremen,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,C56X,283561.47218158667,3969860.6105422135,12.544759529313394,63.000000000000014,882.0000000000002,53.0475006104,8.78666973114,48.7793998718,8.08049964905
EDDB,EDFH,9,513.0921666903246,12,"{'CL35': 0.25, 'C56X': 0.25, 'A333': 0.16666666666666666, 'C510': 0.08333333333333333, 'C25C': 0.08333333333333333}",Berlin-Schönefeld Airport,Berlin,Frankfurt-Hahn Airport,Hahn,CL35,2600752.8806060916,31209034.5672731,98.620549232583,32.4,388.79999999999995,52.380001,13.5225,49.9487,7.26389
EDSB,EDDV,8,424.7201105380626,13,"{'C560': 0.46153846153846156, 'C56X': 0.23076923076923078, 'C425': 0.07692307692307693, 'F900': 0.07692307692307693, 'C551': 0.07692307692307693}",Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Hannover Airport,Hannover,C560,2351312.029163612,30567056.37912696,96.59189815804119,27.000000000000007,351.0000000000001,48.7793998718,8.08049964905,52.461101532,9.68507957458
EDDC,EDFM,8,416.10756151279526,14,"{'F2TH': 0.35714285714285715, 'CL30': 0.14285714285714285, 'BE9L': 0.14285714285714285, 'C525': 0.14285714285714285, 'C56X': 0.14285714285714285}",Dresden Airport,Dresden,Mannheim-City Airport,Mannheim,F2TH,2326971.956192458,32577607.386694413,102.94523934195435,16.61538461538462,232.6153846153847,51.1328010559082,13.767200469970703,49.473057,8.514167
ETNL,EDNY,8,721.186216868165,54,"{'E55P': 0.5370370370370371, 'EA50': 0.3148148148148148, 'E50P': 0.12962962962962962, 'C525': 0.018518518518518517}",Rostock-Laage Airport,Laage,Friedrichshafen Airport,Friedrichshafen,E55P,263056.7194904356,14205062.852483524,44.88799861384794,58.00000000000001,3132.0000000000005,53.9182014465,12.2783002853,47.6712989807,9.51148986816
EDLN,EDFM,8,241.87028220736389,14,"{'E55P': 0.42857142857142855, 'C25B': 0.21428571428571427, 'CL30': 0.14285714285714285, 'PC24': 0.07142857142857142, 'C25M': 0.07142857142857142}",Mönchengladbach Airport,Moenchengladbach,Mannheim-City Airport,Mannheim,E55P,129977.35371633264,1819682.9520286568,5.750198128410555,49.846153846153854,697.8461538461539,51.230278,6.504444,49.473057,8.514167
EDDR,EDDK,8,183.631347205717,18,"{'P180': 0.5555555555555556, 'C525': 0.16666666666666666, 'E55P': 0.1111111111111111, 'C56X': 0.05555555555555555, 'E50P': 0.05555555555555555}",Saarbrücken Airport,Saarbruecken,Cologne Bonn Airport,Cologne,P180,1667946.6668362345,30023040.00305222,94.87280640964502,19.058823529411764,343.05882352941177,49.2145996094,7.10950994492,50.8658981323,7.1427397728
EDNY,EDDN,8,233.5840294918154,11,"{'E55P': 0.2727272727272727, 'EA50': 0.18181818181818182, 'LJ60': 0.18181818181818182, 'CL60': 0.09090909090909091, 'C680': 0.09090909090909091}",Friedrichshafen Airport,Friedrichshafen,Nuremberg Airport,Nuernberg,E55P,127326.25776172918,1400588.835379021,4.425860719797706,36.0,396.0,47.6712989807,9.51148986816,49.498699,11.078056
EDXW,EDVE,8,323.3104510532575,13,"{'P180': 0.38461538461538464, 'GL7T': 0.15384615384615385, 'C25A': 0.15384615384615385, 'C68A': 0.07692307692307693, 'PC24': 0.07692307692307693}",Westerland Sylt Airport,Westerland,Braunschweig-Wolfsburg Airport,Braunschweig,P180,2064377.2381599178,26836904.096078932,84.80461694360943,0.0,0.0,54.9132003784,8.34047031403,52.319199,10.5561
EDVE,EDXW,8,323.3104510532575,13,"{'P180': 0.38461538461538464, 'C68A': 0.15384615384615385, 'GL7T': 0.15384615384615385, 'PC24': 0.07692307692307693, 'C510': 0.07692307692307693}",Braunschweig-Wolfsburg Airport,Braunschweig,Westerland Sylt Airport,Westerland,P180,2064377.2381599178,26836904.096078932,84.80461694360943,0.0,0.0,52.319199,10.5561,54.9132003784,8.34047031403
EDDG,EDNY,8,513.2045663920729,15,"{'C510': 0.6666666666666666, 'E55P': 0.06666666666666667, 'E50P': 0.06666666666666667, 'CL35': 0.06666666666666667, 'EA50': 0.06666666666666667}",Münster Osnabrück Airport,Munster,Friedrichshafen Airport,Friedrichshafen,C510,2601069.7839069413,39016046.75860412,123.29070775718903,7.714285714285715,115.71428571428572,52.134601593,7.68483018875,47.6712989807,9.51148986816
EDDE,EDDL,8,294.42435242127544,13,"{'B753': 0.46153846153846156, 'C25M': 0.23076923076923078, 'GA5C': 0.07692307692307693, 'A321': 0.07692307692307693, 'C425': 0.07692307692307693}",Erfurt Airport,Erfurt,Düsseldorf Airport,Duesseldorf,B753,1982509.450020459,25772622.85026597,81.44148820684048,9.000000000000002,117.00000000000003,50.97980117797852,10.958100318908691,51.289501,6.76678
EDDS,EDTL,8,108.67867052122067,12,"{'BE20': 0.25, 'C25B': 0.16666666666666666, 'C25M': 0.16666666666666666, 'E55P': 0.08333333333333333, 'C25A': 0.08333333333333333}",Stuttgart Airport,Stuttgart,Lahr Airport,Lahr,BE20,1454639.6810794026,17455676.17295283,55.15993670653095,12.0,144.0,48.6898994446,9.22196006775,48.3693008423,7.82772016525
EDDH,EDFH,8,450.1486158505093,23,"{'C525': 0.7391304347826086, 'C68A': 0.043478260869565216, 'A320': 0.043478260869565216, 'E55P': 0.043478260869565216, 'C25A': 0.043478260869565216}",Hamburg Airport,Hamburg,Frankfurt-Hahn Airport,Hahn,C525,2423144.763982374,55732329.57159461,176.11416144623897,10.285714285714286,236.57142857142858,53.630401611328,9.9882297515869,49.9487,7.26389
EDLP,EDSB,8,317.50110986333374,14,"{'BE20': 0.42857142857142855, 'E55P': 0.14285714285714285, 'E50P': 0.14285714285714285, 'C56X': 0.07142857142857142, 'C25C': 0.07142857142857142}",Paderborn Lippstadt Airport,Paderborn,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,BE20,2047917.4755026454,28670844.657037035,90.59986911623703,27.000000000000007,378.0000000000001,51.6141014099,8.616319656369999,48.7793998718,8.08049964905
EDJA,EDLN,8,449.69712581574555,18,"{'HDJT': 0.3888888888888889, 'P180': 0.3333333333333333, 'C525': 0.1111111111111111, 'C25B': 0.05555555555555555, 'C510': 0.05555555555555555}",Memmingen Allgau Airport,Memmingen,Mönchengladbach Airport,Moenchengladbach,HDJT,2421869.7607004475,43593655.69260806,137.75595198864147,0.0,0.0,47.9888000488,10.2395000458,51.230278,6.504444
EDDH,EDMA,8,582.5175192328635,13,"{'C25M': 0.46153846153846156, 'BE20': 0.07692307692307693, 'BE9L': 0.07692307692307693, 'CL30': 0.07692307692307693, 'E50P': 0.07692307692307693}",Hamburg Airport,Hamburg,Augsburg Airport,Augsburg,C25M,2796319.4778534006,36352153.21209421,114.87280415021772,0.0,0.0,53.630401611328,9.9882297515869,48.425278,10.931667
EDJA,EDLW,8,435.41792860350733,12,"{'BE20': 0.3333333333333333, 'C25C': 0.16666666666666666, 'P180': 0.08333333333333333, 'BE9L': 0.08333333333333333, 'C510': 0.08333333333333333}",Memmingen Allgau Airport,Memmingen,Dortmund Airport,Dortmund,BE20,2381537.870594016,28578454.44712819,90.3079160529251,0.0,0.0,47.9888000488,10.2395000458,51.51829910279999,7.61223983765
EDDF,EDDE,8,198.94326711804047,21,"{'B763': 0.7619047619047619, 'PAY1': 0.09523809523809523, 'B753': 0.09523809523809523, 'C425': 0.047619047619047616}",Frankfurt am Main Airport,Frankfurt,Erfurt Airport,Erfurt,B763,1711472.8693059157,35940930.25542423,113.57333960714057,0.0,0.0,50.033333,8.570556,50.97980117797852,10.958100318908691
EDNY,ETNL,7,721.186216868165,48,"{'E55P': 0.4583333333333333, 'EA50': 0.3541666666666667, 'E50P': 0.1875}",Friedrichshafen Airport,Friedrichshafen,Rostock-Laage Airport,Laage,E55P,263056.7194904356,12626722.535540909,39.90044321230927,49.5,2376.0,47.6712989807,9.51148986816,53.9182014465,12.2783002853
ETNL,EDDL,7,473.0266004455656,11,"{'B738': 0.36363636363636365, 'C510': 0.18181818181818182, 'C25A': 0.18181818181818182, 'C56X': 0.09090909090909091, 'B753': 0.09090909090909091}",Rostock-Laage Airport,Laage,Düsseldorf Airport,Duesseldorf,B738,2477707.868137282,27254786.5495101,86.12512549645191,53.99999999999999,593.9999999999999,53.9182014465,12.2783002853,51.289501,6.76678
EDDB,EDFE,7,433.4442731588005,11,"{'E55P': 0.5454545454545454, 'BE9L': 0.18181818181818182, 'BE20': 0.18181818181818182, 'C510': 0.09090909090909091}",Berlin-Schönefeld Airport,Berlin,Frankfurt-Egelsbach Airport,Egelsbach,E55P,187948.24693868513,2067430.7163255364,6.533081063588695,58.90909090909091,648.0,52.380001,13.5225,49.959999,8.645833
